title_id,contents,td_idf,ranking
738145,성장,12.87185977,51
738145,과속화,12.85297691,52
738145,조경기사,12.85297691,52
738145,코나랑,12.85297691,52
738145,담걸렸엌,12.85297691,52
738145,미쉬한테는,12.85297691,52
738145,종말물이에요,12.85297691,52
738145,플로가,12.85297691,52
738145,네리네,12.85297691,52
738145,담에게는,12.85297691,52
738145,미쉬의,12.85297691,52
738145,바츠에,12.85297691,52
738145,능소,12.85297691,52
738145,퀴퀴한데,12.85297691,52
738145,마을과,12.68779164,65
738145,정을,12.65841097,66
738145,마을은,12.37713579,67
738145,사막,12.19223582,68
738145,멸망,12.12465666,69
738145,을이,12.02799321,70
738145,담도,11.82474542,71
738145,플로,11.82474542,71
738145,마을도,11.5846173,73
738145,숲이,11.48456158,74
738145,묘목,11.46668255,75
738145,열매에,11.46668255,75
738145,독열매,11.46668255,75
738145,담에게,11.46668255,75
738145,동생,11.41593269,79
738145,발동,11.41488538,80
738145,생명력을,11.26228218,81
738145,늙게,11.15531477,82
738145,가뭄이,10.96169921,83
738145,제물로,10.74911169,84
738145,마을의,10.66115337,85
738145,나무심고,10.65575234,86
738145,사막가서,10.65575234,86
738145,고립,10.34889815,88
738145,마을에,10.22230911,89
738145,숲과,10.08038819,90
738145,늙지,9.978358293,91
738145,다홍,9.63410109,92
738145,조경학과,9.63410109,92
738145,장갑끼면,9.63410109,92
738145,인류가,9.523499402,95
738145,늙는,9.505175758,96
738145,마을을,9.464181788,97
738145,정상보다,9.269457976,98
738145,맨발이,9.269457976,98
738145,자연사가,9.269457976,98
662774,파천신군,4712.80653,1
662774,혈비,4222.238108,2
662774,용비,3496.938617,3
662774,용비불패,3495.035885,4
662774,파천신군이,3463.877279,5
662774,강룡,3415.288836,6
662774,룡이,2266.670097,7
662774,소진홍,2253.203122,8
662774,곡주,2121.336272,9
662774,교룡갑,2099.183211,10
662774,막사평,2088.527458,11
662774,강룡의,1960.07898,12
662774,백마곡,1955.069375,13
662774,홍예몽,1920.669328,14
662774,구휘,1870.084535,15
662774,구무림,1777.335796,16
662774,혈비가,1760.857837,17
662774,강룡은,1725.735724,18
662774,사패천이,1690.166464,19
662774,사패천,1539.756213,20
662774,예린이,1533.275323,21
662774,천곡칠살,1502.135415,22
662774,파천문,1497.133203,23
662774,구휘가,1496.402073,24
662774,강룡을,1445.959903,25
662774,환사가,1393.459854,26
662774,고수,1324.656103,27
662774,양정학,1298.150668,28
662774,파천신,1298.150668,28
662774,마교,1275.169106,30
662774,문정후,1257.019862,31
662774,파천신군의,1238.401716,32
662774,열두존자,1176.047388,33
662774,환사,1158.134938,34
662774,용비가,1141.640979,35
662774,강룡에게,963.9732686,36
662774,예린이가,942.516296,37
662774,고수가,890.2524341,38
662774,잔월대마,803.3110572,39
662774,도겸,797.173386,40
662774,소진홍이,751.2305398,41
662774,무공을,742.3026056,42
662774,환사는,706.9137303,43
662774,백마,688.3183412,44
662774,구휘는,655.5018227,45
662774,막사평이,642.134223,46
662774,무공,636.0096951,47
662774,고수는,633.0808216,48
662774,제운강,610.5164035,49
662774,강룡과,559.1044958,50
662774,사패천은,559.1044958,50
662774,겸이,547.7392226,52
662774,마교의,544.3267116,53
662774,구휘의,520.5455651,54
662774,무림,507.6027413,55
662774,사패천을,501.2660997,56
662774,신선림,501.2660997,56
662774,마도,482.4800975,58
662774,고수를,478.9896935,59
662774,강룡한테,475.5601459,60
662774,복학왕,464.0928338,61
662774,류기운,433.5345491,62
662774,가우복이,424.1482382,63
662774,마교대전,418.5339132,64
662774,귀영,410.246465,65
662774,환사의,405.3511971,66
662774,무림맹주,401.3338894,67
662774,진가령,398.4422844,68
662774,만두집,394.9981447,69
662774,파천,389.317235,70
662774,구휘와,385.5893074,71
662774,암존,378.4005243,72
662774,교주,366.8407293,73
662774,파황신군,366.3098421,74
662774,사부의,359.4874298,75
662774,가우복,353.4568652,76
662774,무협,351.4847529,77
662774,강룡도,347.0303767,78
662774,사패천의,340.6038882,79
662774,무명은,332.5337941,80
662774,당간,332.5337941,80
662774,무공이,329.8825826,82
662774,용이,322.0276347,83
662774,흑란,314.8979344,84
662774,사부가,303.5017992,85
662774,구휘를,302.0449575,86
662774,귀영은,295.618469,87
662774,귀영이,289.1919806,88
662774,도겸은,286.6670638,89
662774,마교와,282.7654921,90
662774,사패천과,276.3390037,91
662774,구휘랑,276.3390037,91
662774,천잔왕,276.3390037,91
662774,고수의,272.6470738,94
662774,살초를,269.9125152,95
662774,우복이,269.46704,96
662774,무림맹,266.3938084,97
662774,무명,263.6054886,98
662774,빙옥선제,263.4860268,99
662774,기경팔맥,257.0595383,100
670131,흉노,367.4074213,1
670131,천국의,281.7586432,2
670131,위만이,280.9337226,3
670131,오라오라오,259.8747702,4
670131,유방이,219.6710054,5
670131,천국의신화,217.8322624,6
670131,이현세,211.9509806,7
670131,들뫼,186.3681653,8
670131,들뫼가,167.0886999,9
670131,가리온,158.962668,10
670131,유방의,157.5807856,11
670131,위만은,149.0668732,12
670131,위만,143.6400601,13
670131,두대발,137.6001906,14
670131,유방은,128.9149819,15
670131,검마르,103.200143,16
670131,노관이,102.8238153,17
670131,여후,102.8238153,17
670131,위만의,97.46680171,19
670131,신화,96.04287743,20
670131,초아가,92.69457976,21
670131,유방을,92.69457976,21
670131,여후가,90.57389487,23
670131,황후가,85.5240799,24
670131,만이가,85.2460187,25
670131,초아,84.60045688,26
670131,한신은,81.88985927,27
670131,노관은,77.11786149,28
670131,조선,75.78395604,29
670131,한나라,71.02128641,30
670131,한신과,70.69137303,31
670131,한신을,70.56271735,32
670131,여후는,64.26488457,33
670131,만이의,64.26488457,33
670131,오금봉,64.26488457,33
670131,들뫼는,64.26488457,33
670131,짐새,63.06675405,37
670131,한신,61.85855047,38
670131,항우의,60.85865682,39
670131,유방,55.71279165,40
670131,초아를,55.44213506,41
670131,동귀어진,51.97495403,42
670131,만이는,51.60007149,43
670131,두자성,51.60007149,43
670131,여후의,51.41190766,45
670131,한고조,50.40194096,46
670131,황후,49.23660466,47
670131,부사리,45.86673022,48
670131,슴둥,45.86673022,48
670131,서왕모,45.36293701,50
670131,만이를,44.9854192,51
670131,황제,42.18415273,52
670131,기원전,41.78459374,53
670131,항우는,41.71256089,54
670131,신화는,40.90282082,55
670131,이현세님,40.32155277,56
670131,가리온이,40.13338894,57
670131,봉황의,39.12342224,58
670131,백등산,38.55893074,59
670131,종리매는,38.55893074,59
670131,항우와,38.53640436,61
670131,항우를,38.53640436,61
670131,유방과,38.53640436,61
670131,한왕,34.40004766,64
670131,노관,34.40004766,64
670131,금령,34.40004766,64
670131,역사,34.17444187,67
670131,장검을,32.44310292,68
670131,들뫼를,32.13244229,69
670131,노관의,32.13244229,69
670131,묵돌,32.13244229,69
670131,팽월,32.13244229,69
670131,황후의,31.53265446,73
670131,진나라,30.8923128,74
670131,첩자,29.47435853,75
670131,만아,29.23119788,76
670131,유방에게,28.90230327,77
670131,초아랑,28.90230327,77
670131,초아는,28.90230327,77
670131,위만을,28.66670638,80
670131,치우창법,28.66670638,80
670131,항우,27.59107265,82
670131,항우가,26.88346985,83
670131,환단고기,26.08228149,84
670131,여치가,25.70595383,85
670131,훈족은,25.70595383,85
670131,여태후는,25.70595383,85
670131,평성의,25.70595383,85
670131,여후를,25.70595383,85
670131,종리매,25.70595383,85
670131,화백님,25.57729815,91
670131,치우가,25.20097048,92
670131,유방도,24.08525273,93
670131,지비,24.08525273,93
670131,연나라,24.08525273,93
670131,치우창,22.93336511,96
670131,우레,22.93336511,96
670131,여태후가,22.93336511,96
670131,야불,22.93336511,96
670131,반고의,22.93336511,96
670131,올댓,22.93336511,96
670131,이화백님의,22.93336511,96
670131,가리온은,22.93336511,96
670131,유방에,22.93336511,96
670131,만이랑,22.93336511,96
703841,태호,9945.225594,1
703841,성윤이,2363.851031,2
703841,갸악,1114.255833,3
703841,태호파는,1028.238153,4
703841,유진이,884.5390195,5
703841,성윤아,767.2141683,6
703841,성윤이가,481.9866343,7
703841,예진이,378.3918535,8
703841,꺄악,373.2291759,9
703841,오자하루밤,347.0303767,10
703841,사겨라,331.4523213,11
703841,나라랑,305.3636318,12
703841,나라야,284.5814616,13
703841,성윤,282.7654921,14
703841,도은이,282.2508694,15
703841,고예진,269.9125152,16
703841,성윤유진,269.9125152,16
703841,안경남이,269.8615278,18
703841,까앍까앍까앍까앍까앍,250.6330498,19
703841,성윤파,244.2065614,20
703841,유진성윤,205.6476306,21
703841,호박,194.2143062,22
703841,갸갸갸갸갸갸갸갸갸갸,179.9416768,23
703841,나라,177.0793796,24
703841,고구마,152.2097639,25
703841,안경남,150.9983803,26
703841,나준이,141.3827461,27
703841,고백해,131.7143295,28
703841,워후워후워후워후워후,128.5297691,29
703841,아아아아아아,128.4087443,30
703841,예진아,112.0144577,31
703841,생리통,111.5560919,32
703841,갸억갸억,109.2503038,33
703841,간질간질,106.3120148,34
703841,브로콜리,103.248881,35
703841,나라한테,100.0633801,36
703841,여라,96.94892209,37
703841,유진,93.02076635,38
703841,파로,89.90972698,39
703841,시끄럽게,82.75386826,40
703841,예진,81.88985927,41
703841,꽃피는날,80.26677788,42
703841,파야,78.57471294,43
703841,장인어른,77.41296871,44
703841,파다,77.29022567,45
703841,깡아까닥까악갘걍,77.11786149,46
703841,나라가,76.97325821,47
703841,스토커,74.44599059,48
703841,도은이가,68.80009532,49
703841,어남태,64.26488457,50
703841,캬악까악까악까악,64.26488457,50
703841,후하후하,61.79546106,52
703841,남주,61.13936337,53
703841,나리,58.00255866,54
703841,최나라,57.83839612,55
703841,캬악까악까악까악까악,57.83839612,55
703841,카악캬악캬악까악,57.83839612,55
703841,까악까약까악,57.83839612,55
703841,송세,57.83839612,55
703841,뽀뽀,56.08037071,60
703841,꺄아,52.13836343,61
703841,고유진,51.60007149,62
703841,청단,51.60007149,62
703841,워후워후워후워후,51.41190766,64
703841,성윤나라,51.41190766,64
703841,파들,49.50563379,66
